"SiO2","TiO2","Al2O3","FeO","MnO","MgO","CaO","Na2O","K2O","P2O5","SO2","NiO","Cr2O3","Si","Ti","Al","Fe2","Mn","Mg","Ca","Na","K","Ph","S","Ni","Cr3","MgNum","CaNum","AlNum","Ca_Al","Si_sq","Si_Ti","InOPAMchull","ProbSat","State","T_degC","P_kbar","Reference","Type","Sample","Age","Location","order","sample","Eruption.date","analysis","host","MI.diameter","Host.diameter","SiO2_raw","TiO2_raw","Al2O3_raw","FeO_raw","MnO_raw","MgO_raw","CaO_raw","Na2O_raw","K2O_raw","P2O5_raw","Cr2O3_raw","NiO_raw","total","PEC_per","H2O","Li_ppm","B_ppm","K_ppm","Ti_ppm","Sr_ppm","Y_ppm","Zr_ppm","Nb_ppm","Ba_ppm","La_ppm","Ce_ppm","Pr_ppm","Nd_ppm","Sm_ppm","Eu_ppm","Gd_ppm","Tb_ppm","Dy_ppm","Ho_ppm","Er_ppm","Tm_ppm","Yb_ppm","Lu_ppm","P_kbar_H18","Pf_H18","Reference","Type","Sample","Age","Location","order","sample","Eruption.date","analysis","host","MI.diameter","Host.diameter","SiO2_raw","TiO2_raw","Al2O3_raw","FeO_raw","MnO_raw","MgO_raw","CaO_raw","Na2O_raw","K2O_raw","P2O5_raw","Cr2O3_raw","NiO_raw","total","PEC_per","H2O","Li_ppm","B_ppm","K_ppm","Ti_ppm","Sr_ppm","Y_ppm","Zr_ppm","Nb_ppm","Ba_ppm","La_ppm","Ce_ppm","Pr_ppm","Nd_ppm","Sm_ppm","Eu_ppm","Gd_ppm","Tb_ppm","Dy_ppm","Ho_ppm","Er_ppm","Tm_ppm","Yb_ppm","Lu_ppm","P_kbar_H18","Pf_H18"
49.27,3.54,14,12.35,0.26,5.76,10.1,3.46,0.7,0.47,0.08,0,0.02,0.4637,0.0251,0.1553,0.0972,0.0021,0.0808,0.1018,0.0631,0.0084,0.0019,0.0007,0,0.0002,45.3932584269663,0.617343844754397,0.250888529886914,0.655505473277527,0.21501769,0.01163887,TRUE,0.726,"SAT",1145,2.92,"Stock et al., 2018","gl","17MMSG39d_5-5",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39d_5-5",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.51,3.66,13.5,12.27,0.33,5.97,10.15,3.32,0.76,0.49,0.01,0,0.01,0.4665,0.026,0.1499,0.0967,0.0026,0.0838,0.1025,0.0607,0.0091,0.002,0.0001,0,0.0001,46.4265927977839,0.628063725490196,0.243186242699546,0.683789192795197,0.21762225,0.012129,TRUE,0.4,"UNSAT",1161,2.82,"Stock et al., 2018","gl","17MMSG39m_a1",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_a1",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.6,3.58,13.62,12.73,0.26,5.45,10.05,3.47,0.68,0.51,0.03,0,0.01,0.4681,0.0254,0.1515,0.1005,0.0021,0.0767,0.1017,0.0636,0.0082,0.002,0.0002,0,0.0001,43.2844243792325,0.61524500907441,0.244512588766946,0.671287128712871,0.21911761,0.01188974,TRUE,0.893,"SAT",1139,1.99,"Stock et al., 2018","gl","17MMSG39m_a2",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_a2",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50.38,3.69,13.58,12.78,0.24,5.12,9.92,3.03,0.74,0.48,0.03,0,0,0.4781,0.0264,0.1519,0.1015,0.0019,0.0724,0.1008,0.0557,0.009,0.0019,0.0003,0,0,41.6331224841863,0.64408945686901,0.241111111111111,0.663594470046083,0.22857961,0.01262184,TRUE,0.571,"SAT",1125,1.34,"Stock et al., 2018","gl","17MMSG39m_a3",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_a3",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.81,3.62,13.59,12.48,0.13,5.7,9.89,3.55,0.65,0.53,0.03,0,0,0.4692,0.0256,0.1508,0.0983,0.0011,0.0801,0.0998,0.0648,0.0079,0.0021,0.0003,0,0,44.8991031390135,0.606318347509113,0.243225806451613,0.661803713527852,0.22014864,0.01201152,TRUE,0.892,"SAT",1153,2.55,"Stock et al., 2018","gl","17MMSG39m_a4",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_a4",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.47,3.6,13.72,12.92,0.13,5.46,10.06,3.38,0.75,0.48,0.04,0,0,0.467,0.0255,0.1526,0.102,0.001,0.0768,0.1018,0.0619,0.0091,0.0019,0.0004,0,0,42.9530201342282,0.621869273060476,0.246287927695287,0.667103538663172,0.218089,0.0119085,TRUE,0.485,"UNSAT",1147,2.2,"Stock et al., 2018","gl","17MMSG39m_a5",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_a5",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.96,3.65,13.7,11.59,0.23,6.03,10.52,4.07,0.71,0.51,0.03,0,0,0.4574,0.0256,0.1509,0.0906,0.0018,0.0839,0.1053,0.0737,0.0085,0.002,0.0003,0,0,48.080229226361,0.588268156424581,0.248068387308894,0.697813121272366,0.20921476,0.01170944,TRUE,0.635,"SAT",1176,2.41,"Stock et al., 2018","gl","17MMSG39m_b1",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_b1",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.69,3.61,13.78,12.02,0.26,5.51,10.01,3.88,0.72,0.48,0.03,0,0,0.4664,0.0255,0.1524,0.0944,0.002,0.0771,0.1006,0.0707,0.0086,0.0019,0.0003,0,0,44.9562682215743,0.587273788674839,0.24628312863607,0.66010498687664,0.21752896,0.0118932,TRUE,0.483,"UNSAT",1143,2.06,"Stock et al., 2018","gl","17MMSG39m_b2",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_b2",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50.11,3.58,13.86,11.97,0.26,5.4,9.74,3.81,0.74,0.49,0.04,0,0.01,0.4708,0.0253,0.1534,0.094,0.002,0.0756,0.0981,0.0694,0.0089,0.0019,0.0004,0,0.0001,44.5754716981132,0.585671641791045,0.245754565844281,0.639504563233377,0.22165264,0.01191124,TRUE,0.323,"UNSAT",1132,2.13,"Stock et al., 2018","gl","17MMSG39m_b3",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_b3",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.39,3.65,13.9,12.57,0.29,5.35,10.22,3.42,0.67,0.47,0.03,0,0.04,0.4662,0.0259,0.1546,0.0992,0.0023,0.0753,0.1034,0.0625,0.008,0.0019,0.0003,0,0.0003,43.1518624641834,0.62326702833032,0.249033505154639,0.66882276843467,0.21734244,0.01207458,TRUE,0.895,"SAT",1129,1.83,"Stock et al., 2018","gl","17MMSG39m_b4",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_b4",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.84,3.65,14.02,11.7,0.21,5.09,10.57,3.64,0.71,0.49,0.04,0,0.03,0.4692,0.0259,0.1556,0.0921,0.0016,0.0715,0.1066,0.0664,0.0085,0.002,0.0004,0,0.0002,43.7041564792176,0.616184971098266,0.249039692701665,0.685089974293059,0.22014864,0.01215228,TRUE,0.725,"SAT",1129,0.39,"Stock et al., 2018","gl","17MMSG39m_b5",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_b5",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.44,3.64,13.83,12.69,0.13,5.6,9.99,3.5,0.66,0.48,0.04,0,0.01,0.4659,0.0258,0.1536,0.1,0.001,0.0787,0.1009,0.0639,0.008,0.0019,0.0003,0,0.0001,44.0402909904868,0.612257281553398,0.247941888619855,0.656901041666667,0.21706281,0.01202022,TRUE,0.894,"SAT",1150,2.6,"Stock et al., 2018","gl","17MMSG39m_c1",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_c1",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.3,3.72,13.8,12.54,0.23,5.67,9.87,3.66,0.62,0.5,0.04,0,0.04,0.4641,0.0264,0.1531,0.0987,0.0018,0.0795,0.0995,0.0668,0.0075,0.002,0.0004,0,0.0003,44.6127946127946,0.598316295850872,0.248055735580039,0.649902024820379,0.21538881,0.01225224,TRUE,0.897,"SAT",1144,2.94,"Stock et al., 2018","gl","17MMSG39m_c2",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_c2",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.36,3.56,13.78,12.61,0.39,5.47,10.09,3.57,0.67,0.47,0.03,0,0,0.4651,0.0252,0.1531,0.0994,0.0031,0.0768,0.1018,0.0652,0.0081,0.0019,0.0003,0,0,43.5868331441544,0.609580838323353,0.247654480750566,0.664924885695624,0.21631801,0.01172052,TRUE,0.893,"SAT",1131,2.2,"Stock et al., 2018","gl","17MMSG39m_c3",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_c3",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.19,3.64,13.78,12.77,0.16,5.52,9.99,3.73,0.71,0.47,0.04,0,0,0.4628,0.0257,0.1528,0.1005,0.0013,0.0774,0.1007,0.0681,0.0085,0.0019,0.0004,0,0,43.5075885328836,0.596563981042654,0.248213125406108,0.659031413612565,0.21418384,0.01189396,TRUE,0.808,"SAT",1148,2.51,"Stock et al., 2018","gl","17MMSG39m_c4",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_c4",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.33,3.65,13.84,12.64,0.27,5.58,9.91,3.6,0.69,0.45,0.03,0,0,0.4645,0.0259,0.1536,0.0995,0.0021,0.0783,0.0999,0.0657,0.0083,0.0018,0.0003,0,0,44.0382452193476,0.603260869565217,0.248503478401553,0.650390625,0.21576025,0.01203055,TRUE,0.809,"SAT",1142,2.77,"Stock et al., 2018","gl","17MMSG39m_c5",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_c5",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.45,3.65,13.68,12.67,0.13,5.59,10.04,3.53,0.72,0.49,0.04,0,0.02,0.4659,0.0259,0.1519,0.0998,0.001,0.0785,0.1013,0.0646,0.0087,0.0019,0.0003,0,0.0002,44.0269209197981,0.610608800482218,0.245872450631272,0.666886109282423,0.21706281,0.01206681,TRUE,0.646,"SAT",1153,2.4,"Stock et al., 2018","gl","17MMSG39m_d1",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_d1",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.51,3.63,13.75,12.56,0.25,5.47,10.14,3.51,0.7,0.44,0.04,0,0,0.4667,0.0257,0.1527,0.099,0.002,0.0769,0.1024,0.0641,0.0084,0.0017,0.0003,0,0,43.7180216031836,0.615015015015015,0.246528898934453,0.670595939751146,0.21780889,0.01199419,TRUE,0.81,"SAT",1142,2.01,"Stock et al., 2018","gl","17MMSG39m_d2",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_d2",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.33,3.64,13.74,12.59,0.07,5.78,10.15,3.52,0.63,0.48,0.03,0,0.03,0.4643,0.0258,0.1525,0.0991,0.0006,0.0811,0.1024,0.0643,0.0075,0.0019,0.0003,0,0.0002,45.0055493895672,0.614277144571086,0.247243839169909,0.671475409836066,0.21557449,0.01197894,TRUE,0.897,"SAT",1161,2.63,"Stock et al., 2018","gl","17MMSG39m_d3",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_d3",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.43,3.56,13.76,12.81,0.21,5.45,9.89,3.71,0.7,0.45,0.03,0,0,0.4652,0.0252,0.1526,0.1008,0.0017,0.0765,0.0998,0.0677,0.0085,0.0018,0.0003,0,0,43.1472081218274,0.595820895522388,0.247005503399158,0.653997378768021,0.21641104,0.01172304,TRUE,0.808,"SAT",1142,2.4,"Stock et al., 2018","gl","17MMSG39m_d4",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_d4",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.6,3.6,13.71,12.53,0.26,5.54,9.98,3.55,0.68,0.5,0.04,0,0.01,0.4673,0.0255,0.1523,0.0988,0.0021,0.0778,0.1007,0.0649,0.0082,0.002,0.0004,0,0.0001,44.0543601359003,0.608091787439614,0.245803744351194,0.661195009848982,0.21836929,0.01191615,TRUE,0.89,"SAT",1139,2.33,"Stock et al., 2018","gl","17MMSG39m_d5",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_d5",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.55,3.5,13.81,12.48,0.18,5.76,10.13,3.42,0.68,0.44,0.05,0,0,0.4665,0.0248,0.1532,0.0982,0.0014,0.0809,0.1022,0.0624,0.0082,0.0018,0.0005,0,0,45.1702959240648,0.62089914945322,0.247216395029853,0.66710182767624,0.21762225,0.0115692,TRUE,0.889,"SAT",1153,2.59,"Stock et al., 2018","gl","17MMSG39m_e1",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_e1",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.61,3.46,13.7,12.47,0.21,5.66,10.14,3.54,0.7,0.45,0.04,0,0,0.4668,0.0245,0.152,0.0982,0.0017,0.0794,0.1022,0.0647,0.0084,0.0018,0.0004,0,0,44.7072072072072,0.612342720191732,0.245636716224952,0.672368421052632,0.21790224,0.0114366,TRUE,0.726,"SAT",1150,2.25,"Stock et al., 2018","gl","17MMSG39m_e2",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_e2",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.9,3.55,13.87,12.5,0.2,5.03,10.23,3.51,0.67,0.47,0.03,0,0.05,0.4711,0.0252,0.1543,0.0987,0.0016,0.0707,0.1034,0.0643,0.008,0.0019,0.0003,0,0.0004,41.7355371900826,0.616577221228384,0.246722097857371,0.670123136746598,0.22193521,0.01187172,TRUE,0.896,"SAT",1120,0.84,"Stock et al., 2018","gl","17MMSG39m_e3",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_e3",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.11,3.5,13.9,12.6,0.35,5.88,9.98,3.49,0.69,0.45,0.05,0,0.01,0.462,0.0248,0.1542,0.0991,0.0028,0.0824,0.1005,0.0636,0.0083,0.0018,0.0005,0,0.0001,45.3994490358127,0.612431444241316,0.250243427458617,0.651750972762646,0.213444,0.0114576,TRUE,0.806,"SAT",1145,3.42,"Stock et al., 2018","gl","17MMSG39m_e4",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock et al., 2018","gl","17MMSG39m_e4",2015,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
